Question,Choice,Reviewed,Clean,Answers,Company,Date Created,ID,Position Title,NA Type
Tell us more about your experience and how this position helps your future plans,,,,[],Bright Health,"Oct 14, 2019",InterviewQuestionResult_615,Product Analyst,
" MCQ on Python List slicing, coding question on string manipulation(very easy). ML theory questions: How to avoid overfitting, PCA, Bias-Variance tradeoff.",1,1,,[],Lytx,"Oct 13, 2019",InterviewQuestionResult_235,Machine Learning Engineer,
I have a Sapphire Reserve credit card in my wallet. What company benefits most if I have to pay interest because I’m unable to pay my bill for this card at the end of the month and why?,,,,[],Plastiq,"Oct 13, 2019",InterviewQuestionResult_4518,Data Analyst,
Tell me about your self. What are you good at? How do you work in a team environment?,,,,[],Service Quick,"Oct 12, 2019",InterviewQuestionResult_4517,Data Analyst,
what is P-Value in statistics? is it very important?,,,,[],Root Insurance,"Oct 12, 2019",InterviewQuestionResult_612,Product Analyst,
What do you know about A/B testing?,,,,[],Root Insurance,"Oct 12, 2019",InterviewQuestionResult_613,Product Analyst,
What is hypothesis testing means?,,,,[],Root Insurance,"Oct 12, 2019",InterviewQuestionResult_614,Product Analyst,
How did you solve data source cleansing issues? How did you solve gaps in data?,,,,[],Fitbit,"Oct 12, 2019",InterviewQuestionResult_1149,Senior Data Engineer,
find the next sequence of a series of images,,,,"['depend on the image. you need to study these things. While taking the test, some website will try to sell you their product that suppose to help you pass them.']",Vertafore,"Oct 11, 2019",InterviewQuestionResult_4513,Data Analyst,
Why do you want to be a data analyst,,,,[],Intuit,"Oct 11, 2019",InterviewQuestionResult_4514,Senior Technical Data Analyst,
Day over day profit per day,1,1,,"['(Profit - lead(profit)), start(ts) Group by 1,2']",Bird,"Oct 11, 2019",InterviewQuestionResult_4515,Senior Data Analyst,
Find for each day what is the number of “Birds” (their product) what is the net PROFIT,1,1,,"['(Sum(spend) - sum(rev)), start (ts), bird_id Group by 1,2,3']",Bird,"Oct 11, 2019",InterviewQuestionResult_4516,Senior Data Analyst,
" Which is bigger, 99/100 or 100/101?",,,,['100/101'],Credit Suisse,"Oct 11, 2019",InterviewQuestionResult_610,Sales and Trading Securitized Products Summer Analyst,
Tell me about a time where you had to make a difficult decision in a short amount of time?,,,,[],Credit Suisse,"Oct 11, 2019",InterviewQuestionResult_611,Sales and Trading Securitized Products Summer Analyst,
" Describe a project you worked on in the past, what was your role, what were some challenges you faced, etc.",,,,[],KPMG,"Oct 10, 2019",InterviewQuestionResult_2670,Associate Data Scientist,
" a smattering of questions ranging from probability theory, to machine learning, to statistics, to linear algebra, to brainteasers",,,,[],Quartet Health,"Oct 10, 2019",InterviewQuestionResult_2671,Data Scientist,
1. sql/programming,,,,"['3. case study, 4. excel exploration']",Wayfair,"Oct 10, 2019",InterviewQuestionResult_4511,Data Analyst,
How does the neural network work?,,,,[],LockerDome,"Oct 10, 2019",InterviewQuestionResult_4512,Data Analyst,
"Given 2 tables of size N with the same primary key, how large would the resulting dataset be after a full join, left-join, right-join, and inner-join?",1,1,,[],Allstate,"Oct 10, 2019",InterviewQuestionResult_1147,Data Engineering,
Case Study - General idea is that you are given a data set of customers and insurance agents and asked: What fields / other data could you use to pair a customer with the best insurance agent? Describe how you would use queries to uncover information such as getting the insurance agent with the largest number of online sales.,1,1,,[],Allstate,"Oct 10, 2019",InterviewQuestionResult_1148,Data Engineering,
,,,,,,,,,
Based on 6 months of betting data suggest a marketing strategy that would encourage those who first bet in January to vote again in May. Make a presentation for the board of directors about this marketing strategy.,,,,[],TVG,"Oct 9, 2019",InterviewQuestionResult_2668,Data Scientist,
" Questions related to resume, why fidelity, what did I expect to get out of the internship program. ",,,,[],Fidelity Investments,"Oct 9, 2019",InterviewQuestionResult_2669,Data Scientist Co-op,
" Machine learning design, algorithm and data structure",,,,[],Amobee,"Oct 9, 2019",InterviewQuestionResult_234,Machine Learning Engineer,
" Questions about previous work experience and projects, situation based behavioural questions, SQL questions, views on DA in Auditing.",,,,[],Morgan Stanley,"Oct 9, 2019",InterviewQuestionResult_4510,Internal Audit Data Analyst,
" What libraries are you using? What line of code you wrote in function X for example, try to be very specific and close to the code as much as possible.",,,,[],Horizon Media,"Oct 9, 2019",InterviewQuestionResult_1146,Director of Data Engineering,
What are the two human qualities you value the most.,,,,[],Schlumberger,"Oct 8, 2019",InterviewQuestionResult_2665,Data Scientist,
When would you be able to start?,,,,[],Devoted Health,"Oct 8, 2019",InterviewQuestionResult_2666,Data Scientist,
ML MCQ Questions,,,,[],Wayfair,"Oct 8, 2019",InterviewQuestionResult_233,Data Science - Generalist & Machine Learning Engineer,
What is your career goal?,,,,[],Children's Healthcare of Atlanta,"Oct 8, 2019",InterviewQuestionResult_4506,Behavior Data Analyst,
Where do you see yourself in 5 years ?,,,,[],Bloomberg L.P.,"Oct 8, 2019",InterviewQuestionResult_4507,Data Analyst,
SQL questions involving window functions Experience Questions Product Questions Metric Questions,,,,[],Spin,"Oct 8, 2019",InterviewQuestionResult_4508,Data Analyst,
How to define and scrutinize a bad retail daily performance?,,,,[],Yamibuy,"Oct 8, 2019",InterviewQuestionResult_4509,Data Analyst,
ML MCQ Questions,,,,[],Wayfair,"Oct 8, 2019",InterviewQuestionResult_1145,Data Science - Generalist & Machine Learning Engineer,
One of the questions: I was given a currently super challenge customer problem they are having and I was asked how would you solve it? Sounds like they are just looking for free consulting advice from an expert pool.,,,,"[""Ultimately this is somewhat of a trick question because if they themselves don't know how to solve it, how do they expect you to give a solution in 5 minutes?""]",Trace3,"Oct 7, 2019",InterviewQuestionResult_2661,Data Scientist,
How to select a classification algorithm?,,,,"['Data, Cross-Validation etc.']",Anadarko Petroleum,"Oct 7, 2019",InterviewQuestionResult_2662,Data Scientist,
Why are you interested in this company?,,,,[],Walmart,"Oct 7, 2019",InterviewQuestionResult_2663,Data Scientist,
Describe your background.,,,,[],Walmart,"Oct 7, 2019",InterviewQuestionResult_2664,Data Scientist,
How does your experience match with this role?,,,,[],Cardno,"Oct 7, 2019",InterviewQuestionResult_4502,Data Analyst,
What's the most innovative thing you ever did?,,,,[],Ford Motor Company,"Oct 7, 2019",InterviewQuestionResult_4503,Data Analyst,
" Behavioral questions and the last question was ""technical"". ""If you had a PB&J sandwich, what are the steps you'd take to make it in a minute?""",,,,[],Michigan State University,"Oct 7, 2019",InterviewQuestionResult_4504,Data Migration Analyst,
Tell me about an actual work you have done using sql,,,,['I showed them my project I made using sql.'],Sysco,"Oct 7, 2019",InterviewQuestionResult_4505,Data Analyst,
What is the difference between product and project management?,,,,[],Belvedere Trading,"Oct 7, 2019",InterviewQuestionResult_609,Product Analyst,
Questions based on projects and Core Computer Science Fundamentals including programming skills.,,,,"[""There were a number of questions based on my projects related to Data Science and Machine Learning. It's a plus point if any of your projects is related to Data Science. One needs to be very thorough in SQL. As knowledge of SQL is one of the indispensable skills of a Data Scientist. Having the art of analysing datasets, getting valuable insights from these data and then applying the appropriate ML algorithm to find out the accuracy of the filtered data, all these skills are highly required if you are preparing for getting a job into this company.""]",Aptus Data Labs,"Oct 6, 2019",InterviewQuestionResult_2659,Data Scientist,
How to tackle multicollinearity in the multiple linear regression,1,1,,[],Cerner,"Oct 6, 2019",InterviewQuestionResult_2660,Data Scientist,
What is the difference between Java and Python,,,,[],Chewy,"Oct 6, 2019",InterviewQuestionResult_1143,Data Engineering,
SQL problems with two tables. Need inner join and group by. Then some follow up questions,,,,[],CarGurus,"Oct 6, 2019",InterviewQuestionResult_1144,Data Engineer,
Questions related to experimental designs.,,,,[],Sanofi Pasteur,"Oct 5, 2019",InterviewQuestionResult_2658,Data Scientist,
Case study about finance/data stuff. How would you help a bank open branches etc.. there were three different cases for each call I had.,,,,[],American Credit Acceptance,"Oct 5, 2019",InterviewQuestionResult_4500,Data Analyst,
what types of data do you work with,,,,[],IHME,"Oct 5, 2019",InterviewQuestionResult_4501,Data Analyst,
technical questions on spark. no algorithm or coding round.,,,,[],Nielsen,"Oct 5, 2019",InterviewQuestionResult_1142,Senior Data Engineer,
" Was asked about sub-setting a data frame, joining data tables (and some questions around left join and right join), and overall steps involved in building ML model. Interviewer also tested in feature engineering and data imputation ",,,,"['I had to write codes to subset a data frame and SQL query to join tables. For imputation, I shared my experience with predictive mean matching, but discussion also happened around using Y variable to impute missing data.']",Blend360,"Oct 4, 2019",InterviewQuestionResult_2656,Data Scientist,
Explain what machine learning is. Explain what gradient boosting is.,,,,[],LendingHome,"Oct 4, 2019",InterviewQuestionResult_2657,Senior Data Scientist,
Only one easy/medium leetcode question during the coding module.,,,,"['I got the optimal solution (with a couple nudges but time to spare), yet apparently this was the only module where I did not ""meet expectations."" Shame that some presumably small mistake in my first hour was enough to discount the otherwise very strong 6 hour interview.']",LinkedIn,"Oct 4, 2019",InterviewQuestionResult_232,Software Engineer - Data Mining/Data Analysis/Machine Learning,
How would you parse a continuous variable,,,,"[""i'd visually inspect it, and if noting popped up run it through a partitioning algo""]",OM1,"Oct 4, 2019",InterviewQuestionResult_4497,Data Analyst,
Experience with data analytics,,,,[],Keeper Security,"Oct 4, 2019",InterviewQuestionResult_4498,Data Analyst,
" The standard interview questions included the introductory ""Tell us about yourself?"", and ""Talk about a mistake you made in a previous job, and how did you handle it?"". They also asked me to explain how to transform raw messy data in to an end result at a high level. I did not have to perform a whiteboard session, but the duration of the interview was technical in nature.",,,,[],Kaiser Permanente,"Oct 4, 2019",InterviewQuestionResult_4499,Health Data Analyst,
Why do you want to work on this role?,,,,[],Glassdoor,"Oct 4, 2019",InterviewQuestionResult_608,Product Analyst,
Parse log file,,,,[],CloudCover,"Oct 4, 2019",InterviewQuestionResult_1139,Data Engineer,
What does it mean that functions are first class in Python.,,,,['Functions are objects in Python and can be passed as arguments to other functions.'],Horizon Media,"Oct 4, 2019",InterviewQuestionResult_1140,Data Engineer,
Only one easy/medium leetcode question during the coding module.,,,,"['I got the optimal solution (with a couple nudges but time to spare), yet apparently this was the only module where I did not ""meet expectations."" Shame that some presumably small mistake in my first hour was enough to discount the otherwise very strong 6 hour interview.']",LinkedIn,"Oct 4, 2019",InterviewQuestionResult_1141,Software Engineer - Data Mining/Data Analysis/Machine Learning,
